"Procedure","RunNumberFilterValue","proactiveBlockList","BCText","BCAllowable","Running","proactiveBlockList.Cycle","proactiveBlockList.Sample","Fixation.OnsetDelay","Fixation.OnsetTime","Fixation.DurationError","Fixation.Duration","Fixation.StartTime","Fixation.OffsetTime","Fixation.FinishTime","Fixation.OffsetDelay","getready.OnsetDelay","getready.OnsetTime","getready.DurationError","getready.Duration","getready.StartTime","getready.OffsetTime","getready.CustomOffsetTime","getready.OffsetDelay","TrialType","CorrectAnswer","CueCorrect","ITI","ms","TRs","Cue","Probe","colorlistBasPro","CurrentColor","Probeimage","Location","probeloc","BYListBas2Pro1Rea2","PRO1SamplingList","ShortenedISI","PreISIfix.OnsetDelay","PreISIfix.OnsetTime","PreISIfix.DurationError","PreISIfix.Duration","PreISIfix.StartTime","PreISIfix.OffsetTime","PreISIfix.FinishTime","PreISIfix.OffsetDelay","Flicker.OnsetDelay","Flicker.OnsetTime","Flicker.DurationError","Flicker.Duration","Flicker.StartTime","Flicker.OffsetTime","Flicker.FinishTime","Flicker.OffsetDelay","CueSlide.OnsetDelay","CueSlide.OnsetTime","CueSlide.DurationError","CueSlide.Duration","CueSlide.StartTime","CueSlide.OffsetTime","CueSlide.FinishTime","CueSlide.OffsetDelay","CueSlide.RTTime","CueSlide.ACC","CueSlide.RT","CueSlide.RESP","CueSlide.CRESP","Delay.OnsetDelay","Delay.OnsetTime","Delay.DurationError","Delay.Duration","Delay.StartTime","Delay.OffsetTime","Delay.FinishTime","Delay.OffsetDelay","Border.OnsetDelay","Border.OnsetTime","Border.DurationError","Border.Duration","Border.StartTime","Border.OffsetTime","Border.FinishTime","Border.OffsetDelay","Border.RTTime","Border.ACC","Border.RT","Border.RESP","Border.CRESP","ProbeSlide.OnsetDelay","ProbeSlide.OnsetTime","ProbeSlide.DurationError","ProbeSlide.Duration","ProbeSlide.StartTime","ProbeSlide.OffsetTime","ProbeSlide.FinishTime","ProbeSlide.OffsetDelay","ProbeSlide.RTTime","ProbeSlide.ACC","ProbeSlide.RT","ProbeSlide.RESP","ProbeSlide.CRESP","ISIfix.OnsetDelay","ISIfix.OnsetTime","ISIfix.DurationError","ISIfix.Duration","ISIfix.StartTime","ISIfix.OffsetTime","ISIfix.FinishTime","ISIfix.OffsetDelay","TrialACC","AXList","BXListBas2Pro1Rea2","AngListBas2Pro1Rea1","AYListBas2Pro1Rea2","BngListBas2Pro1Rea1","FixationFinal.OnsetDelay","FixationFinal.OnsetTime","FixationFinal.DurationError","FixationFinal.Duration","FixationFinal.StartTime","FixationFinal.OffsetTime","FixationFinal.FinishTime","FixationFinal.OffsetDelay","scanstart.RTTime"
"AXCPTTrialPROC","proactive1","9","?","?","proactiveBlockList","2","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BY","1","1","3","4000","8","P","C","1","White","white.tif","center","50%","27","4","3700","15","508196","3","300","508183","508199","508199","18","15","508496","2","300","508199","508498","508498","17","15","508796","2","500","508499","508798","508799","17","509207","1","411","1","1","15","509296","2","4000","508799","509298","509299","17","15","513296","2","300","509304","513298","513298","17","0","1","0",NA,NA,"15","513596","2","500","513303","513598","513598","17","513960","1","364","1","1","15","514096","-15","3700","513598","517781","517781","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","9","?","?","proactiveBlockList","2","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AX","2","1","2","2800","7","A","X","1","White","white.tif","center","50%",NA,"1","2500","14","517795","2","300","517783","517797","517797","16","14","518095","2","300","517798","518097","518097","16","14","518395","2","500","518097","518397","518397","16","518758","1","363","1","1","14","518895","2","4000","518398","518897","518897","16","13","522894","2","300","518902","522896","522897","15","0","1","0",NA,NA,"13","523194","2","500","522902","523196","523197","15","523529","1","335","2","2","13","523694","-13","2500","523197","526181","526181","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","9","?","?","proactiveBlockList","2","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BX","1","1","1","1600","6","H","X","1","White","white.tif","center","50%",NA,"3","1300","13","526194","2","300","526183","526196","526196","15","13","526494","1","300","526196","526495","526496","14","13","526794","2","500","526496","526796","526796","15","527359","1","565","1","1","12","527293","3","4000","526796","527296","527296","15","12","531293","2","300","527301","531295","531295","14","0","1","0",NA,NA,"12","531593","2","500","531300","531595","531595","14","532119","1","526","1","1","12","532093","-12","1300","531596","533381","533381","0","1",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","9","?","?","proactiveBlockList","2","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BY","1","1","3","4000","8","C","N","1","White","white.tif","center","50%","3","4","3700","11","533392","3","300","533383","533395","533395","14","11","533692","2","300","533395","533694","533694","13","11","533992","3","500","533695","533995","533995","14","534407","1","415","1","1","11","534492","3","4000","533995","534495","534495","14","11","538492","2","300","534500","538494","538494","13","0","1","0",NA,NA,"11","538792","2","500","538499","538794","538794","13","539128","1","336","1","1","11","539292","-11","3700","538795","542981","542981","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","9","?","?","proactiveBlockList","2","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AY","1","1","3","4000","8","A","M","1","White","white.tif","center","50%",NA,"2","3700","10","542991","2","300","542983","542993","542993","12","10","543291","2","300","542994","543293","543293","12","10","543591","2","500","543293","543593","543593","12","544130","1","539","1","1","10","544091","2","4000","543594","544093","544093","12","9","548090","2","300","544099","548092","548093","11","0","1","0",NA,NA,"9","548390","2","500","548098","548392","548393","11","548963","1","573","1","1","9","548890","-9","3700","548393","552581","552581","0","1",NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","9","?","?","proactiveBlockList","2","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AX","2","1","1","1600","6","A","X","1","White","white.tif","center","50%",NA,"1","1300","8","552589","3","300","552583","552592","552592","11","8","552889","2","300","552592","552891","552891","10","8","553189","2","500","552892","553191","553192","10","553549","1","360","1","1","8","553689","2","4000","553192","553691","553692","10","8","557689","2","300","553697","557691","557691","10","0","1","0",NA,NA,"8","557989","2","500","557696","557991","557991","10","558357","1","368","2","2","8","558489","-8","1300","557991","559781","559781","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","9","?","?","proactiveBlockList","2","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BY","1","1","3","4000","8","U","F","1","White","white.tif","center","50%","33","4","3700","24","559805","2","300","559783","559807","559808","26","7","560088","2","300","559808","560090","560090","9","7","560388","3","500","560091","560391","560391","10","560901","1","513","1","1","7","560888","2","4000","560391","560890","560891","9","6","564887","3","300","560896","564890","564890","9","0","1","0",NA,NA,"6","565187","3","500","564896","565190","565190","9","565654","1","467","1","1","6","565687","-6","3700","565190","569381","569381","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","9","?","?","proactiveBlockList","2","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BX","1","1","3","4000","8","D","X","1","White","white.tif","center","50%",NA,"3","3700","22","569403","3","300","569383","569406","569406","25","6","569687","1","300","569406","569688","569689","7","6","569987","2","500","569689","569989","569989","8","570547","1","560","1","1","6","570487","2","4000","569989","570489","570489","8","5","574486","2","300","570494","574488","574488","7","0","1","0",NA,NA,"5","574786","2","500","574494","574788","574788","7","575118","1","332","1","1","5","575286","-5","3700","574789","578981","578981","0","1",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","9","?","?","proactiveBlockList","2","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AX","2","1","1","1600","6","A","X","1","White","white.tif","center","50%",NA,"1","1300","21","579002","2","300","578983","579004","579004","23","4","579285","2","300","579005","579287","579287","6","4","579585","2","500","579288","579587","579588","6","579988","1","403","1","1","4","580085","2","4000","579588","580087","580088","6","3","584084","3","300","580093","584087","584087","6","0","1","0",NA,NA,"3","584384","3","500","584092","584387","584387","6","584644","1","260","2","2","3","584884","-3","1300","584387","586181","586181","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","9","?","?","proactiveBlockList","2","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BY","1","1","2","2800","7","N","H","1","White","white.tif","center","50%","21","4","2500","20","586201","2","300","586183","586203","586203","22","3","586484","2","300","586203","586486","586486","5","3","586784","2","500","586487","586786","586787","5","587342","1","558","1","1","3","587284","2","4000","586787","587286","587286","5","2","591283","2","300","587292","591285","591286","4","0","1","0",NA,NA,"2","591583","2","500","591291","591585","591586","4","591880","1","297","1","1","2","592083","-2","2500","591586","594581","594581","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","9","?","?","proactiveBlockList","2","43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ang",NA,"1","3","4000","8","A","2","1","White","white.tif","center","50%",NA,"5","3700","18","594599","3","300","594583","594602","594602","21","2","594883","1","300","594602","594884","594885","3","2","595183","2","500","594885","595185","595185","4","595586","1","403","1","1","2","595683","2","4000","595185","595685","595685","4","1","599682","2","300","595690","599684","599684","3","0","1","0",NA,NA,"1","599982","2","500","599690","599984","599984","3","0","1","0",NA,NA,"1","600482","-1","3700","599985","604181","604181","0","1",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","9","?","?","proactiveBlockList","2","44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AX","2","1","2","2800","7","A","X","1","White","white.tif","center","50%",NA,"1","2500","17","604198","2","300","604183","604200","604200","19","0","604481","2","300","604201","604483","604483","2","0","604781","2","500","604484","604783","604784","2","605141","1","360","1","1","0","605281","2","4000","604784","605283","605284","2","16","609297","2","300","605289","609299","609300","18","0","1","0",NA,NA,"16","609597","2","500","609305","609599","609600","18","609949","1","352","2","2","16","610097","-16","2500","609600","612581","612581","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","9","?","?","proactiveBlockList","2","45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BY","1","1","3","4000","8","H","C","1","White","white.tif","center","50%","15","4","3700","16","612597","2","300","612583","612599","612599","18","16","612897","1","300","612599","612898","612898","17","16","613197","2","500","612899","613199","613199","18","613594","1","397","1","1","15","613696","3","4000","613200","613699","613699","18","15","617696","2","300","613705","617698","617698","17","0","1","0",NA,NA,"15","617996","2","500","617704","617998","617998","17","618334","1","338","1","1","15","618496","-15","3700","617999","622181","622181","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","9","?","?","proactiveBlockList","2","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AX","2","1","1","1600","6","A","X","1","White","white.tif","center","50%",NA,"1","1300","14","622195","2","300","622183","622197","622198","16","14","622495","2","300","622198","622497","622497","16","14","622795","2","500","622497","622797","622797","16","623196","1","401","1","1","14","623295","2","4000","622798","623297","623297","16","13","627294","2","300","623302","627296","627297","15","0","1","0",NA,NA,"13","627594","2","500","627302","627596","627597","15","627905","1","311","2","2","13","628094","-13","1300","627597","629381","629381","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","9","?","?","proactiveBlockList","2","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BY","1","1","2","2800","7","T","P","1","White","white.tif","center","50%","31","4","2500","13","629394","2","300","629383","629396","629396","15","13","629694","2","300","629397","629696","629696","15","13","629994","2","500","629696","629996","629996","15","630392","1","398","1","1","13","630494","2","4000","629997","630496","630496","15","12","634493","2","300","630501","634495","634496","14","0","1","0",NA,NA,"12","634793","2","500","634501","634795","634796","14","635147","1","354","1","1","12","635293","-12","2500","634796","637781","637781","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","9","?","?","proactiveBlockList","2","48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BY","1","1","2","2800","7","T","H","1","White","white.tif","center","50%","29","4","2500","12","637793","2","300","637783","637795","637795","14","12","638093","1","300","637795","638094","638094","13","12","638393","2","500","638095","638395","638395","14","638703","1","310","1","1","11","638892","3","4000","638395","638895","638895","14","11","642892","2","300","638900","642894","642894","13","0","1","0",NA,NA,"11","643192","2","500","642899","643194","643194","13","643563","1","371","1","1","11","643692","-11","2500","643195","646181","646181","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","9","?","?","proactiveBlockList","2","49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AX","2","1","1","1600","6","A","X","1","White","white.tif","center","50%",NA,"1","1300","10","646191","2","300","646183","646193","646194","12","10","646491","2","300","646194","646493","646493","12","10","646791","2","500","646494","646793","646794","12","647256","1","465","1","1","10","647291","2","4000","646794","647293","647294","12","9","651290","3","300","647299","651293","651293","12","0","1","0",NA,NA,"9","651590","3","500","651298","651593","651593","12","651852","1","262","2","2","9","652090","-9","1300","651593","653381","653381","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","9","?","?","proactiveBlockList","2","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AX","2","1","1","1600","6","A","X","1","White","white.tif","center","50%",NA,"1","1300","9","653390","2","300","653383","653392","653393","11","9","653690","2","300","653393","653692","653692","11","9","653990","2","500","653693","653992","653993","11","0","0","0",NA,"1","9","654490","2","4000","653993","654492","654492","11","8","658489","3","300","654498","658492","658492","11","0","1","0",NA,NA,"8","658789","2","500","658497","658791","658792","10","659418","1","629","2","2","8","659289","-8","1300","658792","660581","660581","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"FixationGetReadyPROC","proactive1","10","?","?","proactiveBlockList","2","51","8","660589","2","28400","660582","660591","660592","10","4","688985","2","1600","660592","688987","0","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","11","?","?","proactiveBlockList","2","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bng",NA,"1","1","1600","6","D","3","1","White","white.tif","center","50%",NA,"6","1300","3","690584","2","300","688988","690586","690587","5","3","690884","2","300","690587","690886","690886","5","3","691184","2","500","690887","691186","691187","5","691719","1","535","1","1","3","691684","2","4000","691187","691686","691687","5","2","695683","3","300","691692","695686","695686","5","0","1","0",NA,NA,"2","695983","3","500","695691","695986","695986","5","0","1","0",NA,NA,"2","696483","-2","1300","695986","697781","697781","0","1",NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","11","?","?","proactiveBlockList","2","53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ang",NA,"1","3","4000","8","A","4","1","White","white.tif","center","50%",NA,"5","3700","19","697800","2","300","697783","697802","697802","21","2","698083","2","300","697802","698085","698085","4","2","698383","2","500","698085","698385","698386","4","698835","1","452","1","1","2","698883","2","4000","698386","698885","698885","4","1","702882","2","300","698891","702884","702885","3","0","1","0",NA,NA,"1","703182","2","500","702890","703184","703185","3","0","1","0",NA,NA,"1","703682","-1","3700","703185","707381","707381","0","1",NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","11","?","?","proactiveBlockList","2","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BY","1","1","2","2800","7","F","D","1","White","white.tif","center","50%","9","4","2500","17","707398","2","300","707383","707400","707401","19","1","707682","1","300","707401","707683","707683","2","1","707982","2","500","707684","707984","707984","3","708657","1","675","1","1","0","708481","3","4000","707984","708484","708484","3","0","712481","2","300","708489","712483","712483","2","0","1","0",NA,NA,"0","712781","2","500","712488","712783","712783","2","713368","1","587","1","1","0","713281","0","2500","712784","715781","715781","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","11","?","?","proactiveBlockList","2","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BX","1","1","1","1600","6","T","X","1","White","white.tif","center","50%",NA,"3","1300","16","715797","2","300","715783","715799","715799","18","16","716097","2","300","715800","716099","716099","18","16","716397","2","500","716099","716399","716399","18","716809","1","412","1","1","16","716897","2","4000","716400","716899","716899","18","15","720896","2","300","716904","720898","720899","17","0","1","0",NA,NA,"15","721196","2","500","720904","721198","721199","17","721690","1","494","1","1","15","721696","-15","1300","721199","722981","722981","0","1",NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","11","?","?","proactiveBlockList","2","56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BY","1","1","2","2800","7","U","T","1","White","white.tif","center","50%","35","4","2500","15","722996","2","300","722983","722998","722999","17","15","723296","1","300","722999","723297","723298","16","15","723596","2","500","723298","723598","723598","17","724354","1","758","1","1","15","724096","2","4000","723599","724098","724098","17","14","728095","2","300","724103","728097","728097","16","0","1","0",NA,NA,"14","728395","2","500","728103","728397","728397","16","729324","1","929","1","1","14","728895","-14","2500","728398","731381","731381","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","11","?","?","proactiveBlockList","2","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AX","2","1","2","2800","7","A","X","1","White","white.tif","center","50%",NA,"1","2500","13","731394","3","300","731383","731397","731397","16","13","731694","2","300","731397","731696","731696","15","13","731994","3","500","731697","731997","731997","16","732393","1","399","1","1","13","732494","3","4000","731997","732497","732497","16","13","736494","2","300","732502","736496","736496","15","0","1","0",NA,NA,"13","736794","2","500","736501","736796","736796","15","737120","1","326","2","2","13","737294","-13","2500","736797","739781","739781","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","11","?","?","proactiveBlockList","2","58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AX","2","1","3","4000","8","A","X","1","White","white.tif","center","50%",NA,"1","3700","12","739793","2","300","739783","739795","739796","14","12","740093","2","300","739796","740095","740095","14","12","740393","2","500","740096","740395","740396","14","740754","1","361","1","1","12","740893","2","4000","740396","740895","740895","14","11","744892","2","300","740900","744894","744895","13","0","1","0",NA,NA,"11","745192","2","500","744900","745194","745195","13","745556","1","364","2","2","11","745692","-11","3700","745195","749381","749381","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","11","?","?","proactiveBlockList","2","59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AY","1","1","1","1600","6","A","P","1","White","white.tif","center","50%",NA,"2","1300","11","749392","2","300","749383","749394","749394","13","11","749692","1","300","749394","749693","749693","12","11","749992","2","500","749694","749994","749994","13","750379","1","387","1","1","10","750491","3","4000","749994","750494","750494","13","10","754491","2","300","750499","754493","754493","12","0","1","0",NA,NA,"10","754791","2","500","754498","754793","754793","12","755371","1","580","1","1","10","755291","-10","1300","754794","756581","756581","0","1",NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","11","?","?","proactiveBlockList","2","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AX","2","1","1","1600","6","A","X","1","White","white.tif","center","50%",NA,"1","1300","10","756591","2","300","756583","756593","756593","12","9","756890","2","300","756593","756892","756893","11","9","757190","3","500","756893","757193","757193","12","0","0","0",NA,"1","9","757690","2","4000","757193","757692","757693","11","9","761690","2","300","757698","761692","761692","11","0","1","0",NA,NA,"9","761990","2","500","761698","761992","761992","11","762643","0","653","1","2","9","762490","-9","1300","761992","763781","763781","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","11","?","?","proactiveBlockList","2","61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ang",NA,"1","3","4000","8","A","8","1","White","white.tif","center","50%",NA,"5","3700","8","763789","2","300","763782","763791","763792","10","8","764089","2","300","763792","764091","764091","10","8","764389","2","500","764092","764391","764392","10","764812","1","423","1","1","8","764889","2","4000","764392","764891","764892","10","8","768889","2","300","764897","768891","768891","10","0","1","0",NA,NA,"8","769189","2","500","768896","769191","769191","10","0","1","0",NA,NA,"7","769688","-7","3700","769191","773381","773381","0","1",NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","11","?","?","proactiveBlockList","2","62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AX","2","1","3","4000","8","A","X","1","White","white.tif","center","50%",NA,"1","3700","24","773405","2","300","773383","773407","773407","26","7","773688","2","300","773407","773690","773690","9","7","773988","2","500","773690","773990","773990","9","774455","1","467","1","1","7","774488","2","4000","773991","774490","774490","9","6","778487","2","300","774495","778489","778490","8","0","1","0",NA,NA,"6","778787","2","500","778495","778789","778789","8","779116","1","329","2","2","6","779287","-6","3700","778790","782981","782981","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","11","?","?","proactiveBlockList","2","63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BY","1","1","2","2800","7","M","N","1","White","white.tif","center","50%","17","4","2500","22","783003","2","300","782983","783005","783005","24","5","783286","2","300","783006","783288","783288","7","5","783586","2","500","783289","783588","783589","7","784002","1","416","1","1","5","784086","2","4000","783589","784088","784089","7","5","788086","2","300","784094","788088","788088","7","0","1","0",NA,NA,"4","788385","3","500","788093","788388","788388","7","789244","1","859","1","1","4","788885","-4","2500","788388","791381","791381","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","11","?","?","proactiveBlockList","2","64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bng",NA,"1","3","4000","8","H","7","1","White","white.tif","center","50%",NA,"6","3700","21","791402","2","300","791383","791404","791404","23","4","791685","2","300","791404","791687","791687","6","4","791985","2","500","791687","791987","791987","6","792536","1","551","1","1","4","792485","2","4000","791988","792487","792487","6","3","796484","2","300","792492","796486","796487","5","0","1","0",NA,NA,"3","796784","2","500","796492","796786","796787","5","0","1","0",NA,NA,"3","797284","-3","3700","796787","800981","800981","0","1",NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","11","?","?","proactiveBlockList","2","65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BY","1","1","3","4000","8","M","U","1","White","white.tif","center","50%","19","4","3700","19","801000","3","300","800983","801003","801003","22","2","801283","2","300","801003","801285","801285","4","2","801583","3","500","801286","801586","801586","5","802082","1","499","1","1","2","802083","2","4000","801586","802085","802086","4","2","806083","2","300","802091","806085","806085","4","0","1","0",NA,NA,"2","806383","2","500","806090","806385","806385","4","806755","1","372","1","1","2","806883","-2","3700","806385","810581","810581","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","11","?","?","proactiveBlockList","2","66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BY","1","1","2","2800","7","T","P","1","White","white.tif","center","50%","31","4","2500","18","810599","2","300","810583","810601","810601","20","1","810882","2","300","810601","810884","810884","3","1","811182","2","500","810884","811184","811184","3","811552","1","370","1","1","1","811682","2","4000","811185","811684","811684","3","0","815681","2","300","811689","815683","815684","2","0","1","0",NA,NA,"0","815981","2","500","815689","815983","815984","2","816278","1","297","1","1","0","816481","0","2500","815984","818981","818981","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","11","?","?","proactiveBlockList","2","67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AX","2","1","2","2800","7","A","X","1","White","white.tif","center","50%",NA,"1","2500","16","818997","3","300","818983","819000","819000","19","0","819281","1","300","819000","819282","819282","1","0","819581","2","500","819283","819583","819583","2","819977","1","396","1","1","16","820097","2","4000","819583","820099","820100","18","15","824096","3","300","820105","824099","824099","18","0","1","0",NA,NA,"15","824396","3","500","824104","824399","824399","18","824703","1","307","2","2","15","824896","-15","2500","824399","827381","827381","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
"AXCPTTrialPROC","proactive1","11","?","?","proactiveBlockList","2","68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BX","1","1","1","1600","6","H","X","1","White","white.tif","center","50%",NA,"3","1300","15","827396","2","300","827383","827398","827398","17","15","827696","2","300","827399","827698","827698","17","15","827996","2","500","827698","827998","827998","17","828495","1","499","1","1","15","828496","2","4000","827999","828498","828498","17","14","832495","2","300","828504","832497","832498","16","0","1","0",NA,NA,"14","832795","3","500","832503","832798","832798","17","833713","1","918","1","1","14","833295","-14","1300","832798","834581","834581","0","1",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197379
