"Procedure","RunNumberFilterValue","proactiveBlockList","Running","proactiveBlockList.Cycle","proactiveBlockList.Sample","Fixation.OnsetDelay","Fixation.OnsetTime","Fixation.DurationError","Fixation.Duration","Fixation.StartTime","Fixation.OffsetTime","Fixation.FinishTime","Fixation.OffsetDelay","getready.OnsetDelay","getready.OnsetTime","getready.DurationError","getready.Duration","getready.StartTime","getready.OffsetTime","getready.CustomOffsetTime","getready.OffsetDelay","TrialType","ListLen","NumTrials","ProbePos","TopN","w1","w2","w3","w4","w5","w6","w7","w8","probe","correct","ITI","ms","TRs","PRO1SamplingList","ShortenedISI","PreISIfix.OnsetDelay","PreISIfix.OnsetTime","PreISIfix.DurationError","PreISIfix.Duration","PreISIfix.StartTime","PreISIfix.OffsetTime","PreISIfix.FinishTime","PreISIfix.OffsetDelay","Flicker.OnsetDelay","Flicker.OnsetTime","Flicker.DurationError","Flicker.Duration","Flicker.StartTime","Flicker.OffsetTime","Flicker.FinishTime","Flicker.OffsetDelay","List1Slide.OnsetDelay","List1Slide.OnsetTime","List1Slide.DurationError","List1Slide.Duration","List1Slide.StartTime","List1Slide.OffsetTime","List1Slide.FinishTime","List1Slide.OffsetDelay","List2Slide.OnsetDelay","List2Slide.OnsetTime","List2Slide.DurationError","List2Slide.Duration","List2Slide.StartTime","List2Slide.OffsetTime","List2Slide.FinishTime","List2Slide.OffsetDelay","Delay.OnsetDelay","Delay.OnsetTime","Delay.DurationError","Delay.Duration","Delay.StartTime","Delay.OffsetTime","Delay.FinishTime","Delay.OffsetDelay","ProbeSlide.OnsetDelay","ProbeSlide.OnsetTime","ProbeSlide.DurationError","ProbeSlide.Duration","ProbeSlide.StartTime","ProbeSlide.OffsetTime","ProbeSlide.FinishTime","ProbeSlide.OffsetDelay","ProbeSlide.RTTime","ProbeSlide.ACC","ProbeSlide.RT","ProbeSlide.RESP","ProbeSlide.CRESP","ISIfix.OnsetDelay","ISIfix.OnsetTime","ISIfix.DurationError","ISIfix.Duration","ISIfix.StartTime","ISIfix.OffsetTime","ISIfix.FinishTime","ISIfix.OffsetDelay","TrialACC","FixationFinal.OnsetDelay","FixationFinal.OnsetTime","FixationFinal.DurationError","FixationFinal.Duration","FixationFinal.StartTime","FixationFinal.OffsetTime","FixationFinal.FinishTime","FixationFinal.OffsetDelay","scanstart.RTTime"
"SternTrialPROC","proactive1","7","proactiveBlockList","2","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NN",5,"2","1","3","fold","pans","curve",NA,"time","ticket",NA,NA,"deal","1","1","1600","10","33","800","15","615719","2","500","615705","615721","615721","17","15",616219,"1","300","615721","616220","616221","16","15","616519","2","2400","616221","616521","616521","17","14","618918","2","2400","616521","618920","618921","16","14","621318","2","4000","618921","621320","621320","16","13","625317","2","1600","621321","625319","625320","15",626409,1,1092,1,"1","13","626917","-13","800","625320","627704","627704","0","1",NA,NA,NA,NA,NA,NA,NA,NA,103294
"SternTrialPROC","proactive1","7","proactiveBlockList","2","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NP",5,"3","4","3","syrup","waist","wing",NA,"clay","heaven",NA,NA,"clay","2","1","1600","10","34","800","13","627717","2","500","627705","627719","627719","15","13",628217,"1","300","627719","628218","628219","14","13","628517","2","2400","628219","628519","628519","15","12","630916","3","2400","628519","630919","630919","15","12","633316","2","4000","630919","633318","633318","14","11","637315","2","1600","633319","637317","637318","13",638604,1,1289,2,"2","11","638915","-11","800","637318","639704","639704","0","1",NA,NA,NA,NA,NA,NA,NA,NA,103294
"SternTrialPROC","proactive1","7","proactiveBlockList","2","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NP",5,"3","3","3","cotton","tide","forest",NA,"infant","bats",NA,NA,"forest","2","2","2800","11","35","2000","11","639715","2","500","639705","639717","639717","13","11",640215,"2","300","639718","640217","640217","13","11","640515","2","2400","640217","640517","640517","13","10","642914","3","2400","640518","642917","642917","13","10","645314","2","4000","642917","645316","645317","12","9","649313","3","1600","645317","649316","649316","12",650141,1,828,2,"2","9","650913","-9","2000","649316","652904","652904","0","1",NA,NA,NA,NA,NA,NA,NA,NA,103294
"SternTrialPROC","proactive1","7","proactiveBlockList","2","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NP",3,"1","1","3","charge","greed","razor",NA,NA,NA,NA,NA,"charge","2","2","2800","11","36","2000","9","652913","2","500","652905","652915","652915","11","9",653413,"1","300","652916","653414","653415","10","9","653713","2","2400","653415","653715","653715","11","8","656112","3","2400","653715","656115","656115","11","8","658512","2","4000","656115","658514","658514","10","7","662511","3","1600","658515","662514","662514","10",663418,1,907,2,"2","7","664111","-7","2000","662514","666104","666104","0","1",NA,NA,NA,NA,NA,NA,NA,NA,103294
"SternTrialPROC","proactive1","7","proactiveBlockList","2","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NN",2,"2","2","2","chest","washer",NA,NA,NA,NA,NA,NA,"moose","1","3","4000","12","37","3200","23","666127","3","500","666105","666130","666130","26","7",666611,"1","300","666130","666612","666613","8","7","666911","2","2400","666613","666913","666913","9","6","669310","2","2400","666913","669312","669313","8","6","671710","2","4000","669313","671712","671712","8","5","675709","2","1600","671713","675711","675712","7",676581,1,872,1,"1","5","677309","-5","3200","675712","680504","680504","0","1",NA,NA,NA,NA,NA,NA,NA,NA,103294
"SternTrialPROC","proactive1","7","proactiveBlockList","2","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RN",5,"1","4","3","logic","hawk","drum",NA,"terror","mole",NA,NA,"chest","1","1","1600","10","38","800","21","680525","2","500","680505","680527","680528","23","4",681008,"2","300","680528","681010","681010","6","4","681308","3","2400","681011","681311","681311","7","4","683708","2","2400","681311","683710","683710","6","4","686108","2","4000","683711","686110","686110","6","3","690107","2","1600","686111","690109","690110","5",691021,1,914,1,"1","3","691707","-3","800","690110","692504","692504","0","1",NA,NA,NA,NA,NA,NA,NA,NA,103294
"SternTrialPROC","proactive1","7","proactiveBlockList","2","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NP",2,"2","1","2","paste","client",NA,NA,NA,NA,NA,NA,"paste","2","3","4000","12","39","3200","19","692523","2","500","692505","692525","692526","21","3",693007,"1","300","692526","693008","693008","4","2","693306","3","2400","693009","693309","693309","5","2","695706","2","2400","693309","695708","695709","4","2","698106","2","4000","695709","698108","698108","4","1","702105","2","1600","698109","702107","702108","3",703049,1,944,2,"2","1","703705","-1","3200","702108","706904","706904","0","1",NA,NA,NA,NA,NA,NA,NA,NA,103294
"SternTrialPROC","proactive1","7","proactiveBlockList","2","43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NN",3,"2","3","3","soap","rail","tennis",NA,NA,NA,NA,NA,"donor","1","1","1600","10","40","800","17","706921","2","500","706905","706923","706924","19","0",707404,"2","300","706924","707406","707406","2","0","707704","2","2400","707406","707706","707707","2","0","710104","2","2400","707707","710106","710106","2","16","712520","2","4000","710107","712522","712523","18","15","716519","3","1600","712523","716522","716522","18",718023,1,1504,1,"1","15","718119","-15","800","716522","718904","718904","0","1",NA,NA,NA,NA,NA,NA,NA,NA,103294
"SternTrialPROC","proactive1","7","proactiveBlockList","2","44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NP",5,"3","2","3","torso","advice","dogs",NA,"humans","money",NA,NA,"advice","2","1","1600","10","41","800","15","718919","2","500","718905","718921","718922","17","15",719419,"2","300","718922","719421","719421","17","15","719719","2","2400","719421","719721","719721","17","15","722119","2","2400","719722","722121","722121","17","14","724518","2","4000","722121","724520","724521","16","14","728518","2","1600","724521","728520","728520","16",729501,1,983,2,"2","13","730117","-13","800","728520","730904","730904","0","1",NA,NA,NA,NA,NA,NA,NA,NA,103294
"SternTrialPROC","proactive1","7","proactiveBlockList","2","45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NN",2,"2","1","2","muscle","bags",NA,NA,NA,NA,NA,NA,"work","1","2","2800","11","42","2000","13","730917","2","500","730905","730919","730920","15","13",731417,"2","300","730920","731419","731419","15","13","731717","2","2400","731419","731719","731720","15","13","734117","2","2400","731720","734119","734119","15","12","736516","2","4000","734119","736518","736519","14","12","740516","2","1600","736519","740518","740518","14",742148,1,1632,1,"1","11","742115","-11","2000","740518","744104","744104","0","1",NA,NA,NA,NA,NA,NA,NA,NA,103294
"SternTrialPROC","proactive1","7","proactiveBlockList","2","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RN",2,"1","2","2","bone","others",NA,NA,NA,NA,NA,NA,"bags","1","3","4000","12","43","3200","11","744115","2","500","744105","744117","744118","13","11",744615,"2","300","744118","744617","744617","13","11","744915","2","2400","744617","744917","744917","13","11","747315","2","2400","744918","747317","747317","13","10","749714","2","4000","747317","749716","749717","12","10","753714","2","1600","749717","753716","753716","12",754685,0,971,2,"1","9","755313","-9","3200","753716","758504","758504","0","0",NA,NA,NA,NA,NA,NA,NA,NA,103294
"SternTrialPROC","proactive1","7","proactiveBlockList","2","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NN",5,"2","5","3","refund","wheat","beep",NA,"sister","glove",NA,NA,"group","1","3","4000","12","44","3200","9","758513","2","500","758505","758515","758515","11","9",759013,"1","300","758515","759014","759015","10","9","759313","2","2400","759015","759315","759315","11","8","761712","2","2400","759315","761714","761715","10","8","764112","2","4000","761715","764114","764114","10","7","768111","3","1600","764115","768114","768114","10",769965,1,1854,1,"1","7","769711","-7","3200","768114","772904","772904","0","1",NA,NA,NA,NA,NA,NA,NA,NA,103294
"SternTrialPROC","proactive1","7","proactiveBlockList","2","48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NP",2,"2","2","2","world","guys",NA,NA,NA,NA,NA,NA,"guys","2","3","4000","12","45","3200","23","772927","2","500","772906","772929","772930","25","7",773411,"1","300","772930","773412","773412","8","6","773710","3","2400","773413","773713","773713","9","6","776110","2","2400","773713","776112","776113","8","6","778510","2","4000","776113","778512","778512","8","5","782509","2","1600","778513","782511","782512","7",783316,1,807,2,"2","5","784109","-5","3200","782512","787304","787304","0","1",NA,NA,NA,NA,NA,NA,NA,NA,103294
"FixationOnlyPROC","proactive1","8","proactiveBlockList","2","49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","787325","2","30000","787305","787327","787327","23",103294
